Any,Indicador,Nom_Equipament,Valor,Notes_Dades,Notes_Equipament,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,Titularitat,Tipus_Us,Tipus_Equipament,Ambit,Latitud,Longitud
2024,Fons_Colleccio,Museu d'Història de Barcelona. MHB,82667,,,01,Ciutat Vella,02,el Barri Gòtic,Ajuntament de Barcelona,Centres patrimonials,Museus i col·leccions,Història i memòria,41.384316,2.177521
2024,Num_Exposicions_Temporals,Museu d'Història de Barcelona. MHB,4,,,01,Ciutat Vella,02,el Barri Gòtic,Ajuntament de Barcelona,Centres patrimonials,Museus i col·leccions,Història i memòria,41.384316,2.177521
2024,Visitants,Museu d'Història de Barcelona. MHB,812756,,,01,Ciutat Vella,02,el Barri Gòtic,Ajuntament de Barcelona,Centres patrimonials,Museus i col·leccions,Història i memòria,41.384316,2.177521
2024,Fons_Colleccio,Museu d'Història de Catalunya,15326,,,01,Ciutat Vella,03,la Barceloneta,Altres administracions públiques,Centres patrimonials,Museus i col·leccions,Història i memòria,41.380668608,2.18550348
2024,Num_Exposicions_Temporals,Museu d'Història de Catalunya,4,,,01,Ciutat Vella,03,la Barceloneta,Altres administracions públiques,Centres patrimonials,Museus i col·leccions,Història i memòria,41.380668608,2.18550348
2024,Visitants,Museu d'Història de Catalunya,138713,,,01,Ciutat Vella,03,la Barceloneta,Altres administracions públiques,Centres patrimonials,Museus i col·leccions,Història i memòria,41.380668608,2.18550348
2024,Visites_Exposicions_Temporals,Museu d'Història de Catalunya,37230,,,01,Ciutat Vella,03,la Barceloneta,Altres administracions públiques,Centres patrimonials,Museus i col·leccions,Història i memòria,41.380668608,2.18550348
2024,Visitants,Museu de Cera,117352,,,01,Ciutat Vella,02,el Barri Gòtic,Titularitat privada,Centres patrimonials,Museus i col·leccions,Història i memòria,41.377099024,2.177442932
2024,Fons_Colleccio,Museu de Ciències Naturals de Barcelona. MCNB,3284068,,,10,Sant Martí,70,el Besòs i el Maresme,Consorci o fundació amb presència administracions públiques,Centres patrimonials,Museus i col·leccions,Ciència,41.410779883,2.220482541
2024,Num_Exposicions_Temporals,Museu de Ciències Naturals de Barcelona. MCNB,5,,,10,Sant Martí,70,el Besòs i el Maresme,Consorci o fundació amb presència administracions públiques,Centres patrimonials,Museus i col·leccions,Ciència,41.410779883,2.220482541
2024,Visitants,Museu de Ciències Naturals de Barcelona. MCNB,377803,,,10,Sant Martí,70,el Besòs i el Maresme,Consorci o fundació amb presència administracions públiques,Centres patrimonials,Museus i col·leccions,Ciència,41.410779883,2.220482541
2024,Visites_Exposicions_Temporals,Museu de Ciències Naturals de Barcelona. MCNB,208771,,,10,Sant Martí,70,el Besòs i el Maresme,Consorci o fundació amb presència administracions públiques,Centres patrimonials,Museus i col·leccions,Ciència,41.410779883,2.220482541
2024,Fons_Colleccio,Museu de la Música,2950,,Museu inaugurat el 1946 i traslladat a la seva seu actual el 2007.,02,Eixample,05,el Fort Pienc,Consorci o fundació amb presència administracions públiques,Centres patrimonials,Museus i col·leccions,Història i memòria,41.398366625,2.184867722
2024,Num_Exposicions_Temporals,Museu de la Música,6,,Museu inaugurat el 1946 i traslladat a la seva seu actual el 2007.,02,Eixample,05,el Fort Pienc,Consorci o fundació amb presència administracions públiques,Centres patrimonials,Museus i col·leccions,Història i memòria,41.398366625,2.184867722
2024,Visitants,Museu de la Música,52978,,Museu inaugurat el 1946 i traslladat a la seva seu actual el 2007.,02,Eixample,05,el Fort Pienc,Consorci o fundació amb presència administracions públiques,Centres patrimonials,Museus i col·leccions,Història i memòria,41.398366625,2.184867722
2024,Visites_Exposicions_Temporals,Museu de la Música,14953,,Museu inaugurat el 1946 i traslladat a la seva seu actual el 2007.,02,Eixample,05,el Fort Pienc,Consorci o fundació amb presència administracions públiques,Centres patrimonials,Museus i col·leccions,Història i memòria,41.398366625,2.184867722
2024,Fons_Colleccio,Museu de la Xocolata,2981,,,01,Ciutat Vella,04,"Sant Pere, Santa Caterina i la Ribera",Titularitat privada,Centres patrimonials,Museus i col·leccions,Història i memòria,41.387387733,2.181708405
2024,Num_Exposicions_Temporals,Museu de la Xocolata,1,,,01,Ciutat Vella,04,"Sant Pere, Santa Caterina i la Ribera",Titularitat privada,Centres patrimonials,Museus i col·leccions,Història i memòria,41.387387733,2.181708405
2024,Visitants,Museu de la Xocolata,77163,,,01,Ciutat Vella,04,"Sant Pere, Santa Caterina i la Ribera",Titularitat privada,Centres patrimonials,Museus i col·leccions,Història i memòria,41.387387733,2.181708405
2024,Visitants,Museu del Futbol Club Barcelona,783987,,,04,Les Corts,20,la Maternitat i Sant Ramon,Titularitat privada,Centres patrimonials,Museus i col·leccions,Història i memòria,41.379059282,2.120267204
2024,Visitants,Museu dels Autòmats del Tibidabo,122320,,,05,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Ajuntament de Barcelona,Centres patrimonials,Museus i col·leccions,Història i memòria,41.42174827,2.11979347
2024,Num_Exposicions_Temporals,Palau Güell,3,,,01,Ciutat Vella,01,el Raval,Altres administracions públiques,Centres patrimonials,Espais d'interès patrimonial,Història i memòria,41.3791747,2.1744127
2024,Visitants,Palau Güell,247896,,,01,Ciutat Vella,01,el Raval,Altres administracions públiques,Centres patrimonials,Espais d'interès patrimonial,Història i memòria,41.3791747,2.1744127
2024,Visites_Exposicions_Temporals,Palau Güell,225063,,,01,Ciutat Vella,01,el Raval,Altres administracions públiques,Centres patrimonials,Espais d'interès patrimonial,Història i memòria,41.3791747,2.1744127
2024,Num_Exposicions_Temporals,Palau Robert,12,,,02,Eixample,07,la Dreta de l'Eixample,Altres administracions públiques,Centres d'exposicions,Centres d'exposicions,Arts visuals,41.396100952,2.159514266
2024,Visitants,Palau Robert,341774,,,02,Eixample,07,la Dreta de l'Eixample,Altres administracions públiques,Centres d'exposicions,Centres d'exposicions,Arts visuals,41.396100952,2.159514266
2024,Visites_Exposicions_Temporals,Palau Robert,341774,,,02,Eixample,07,la Dreta de l'Eixample,Altres administracions públiques,Centres d'exposicions,Centres d'exposicions,Arts visuals,41.396100952,2.159514266
2024,Visitants,Park Güell,4620922,,,06,Gràcia,30,la Salut,Ajuntament de Barcelona,Centres patrimonials,Espais d'interès patrimonial,Història i memòria,41.4134251,2.1531849
2024,Fons_Colleccio,Pavelló Mies van der Rohe,6373,,,03,Sants-Montjuïc,11,el Poble Sec,Consorci o fundació amb presència administracions públiques,Centres patrimonials,Espais d'interès patrimonial,Història i memòria,41.370666,2.149491
2024,Num_Exposicions_Temporals,Pavelló Mies van der Rohe,5,,,03,Sants-Montjuïc,11,el Poble Sec,Consorci o fundació amb presència administracions públiques,Centres patrimonials,Espais d'interès patrimonial,Història i memòria,41.370666,2.149491
2024,Visitants,Pavelló Mies van der Rohe,107848,,,03,Sants-Montjuïc,11,el Poble Sec,Consorci o fundació amb presència administracions públiques,Centres patrimonials,Espais d'interès patrimonial,Història i memòria,41.370666,2.149491
2024,Visites_Exposicions_Temporals,Pavelló Mies van der Rohe,22189,,,03,Sants-Montjuïc,11,el Poble Sec,Consorci o fundació amb presència administracions públiques,Centres patrimonials,Espais d'interès patrimonial,Història i memòria,41.370666,2.149491
2024,Visitants,Recinte Modernista de Sant Pau,373109,,,07,Horta-Guinardó,35,el Guinardó,Consorci o fundació amb presència administracions públiques,Centres patrimonials,Espais d'interès patrimonial,Història i memòria,41.4118413,2.1744033
2024,Fons_Colleccio,Reial Monestir de Santa Maria de Pedralbes,9202,,"Des de gener de 2013, el Reial Monestir de Pedralbes és un centre independent del Museu d'Història de Barcelona, del qual havia format part fins aquell moment.",04,Les Corts,21,Pedralbes,Ajuntament de Barcelona,Centres patrimonials,Museus i col·leccions,Història i memòria,41.395574166,2.112056853
2024,Visitants,Reial Monestir de Santa Maria de Pedralbes,86942,,"Des de gener de 2013, el Reial Monestir de Pedralbes és un centre independent del Museu d'Història de Barcelona, del qual havia format part fins aquell moment.",04,Les Corts,21,Pedralbes,Ajuntament de Barcelona,Centres patrimonials,Museus i col·leccions,Història i memòria,41.395574166,2.112056853
2024,Num_Exposicions_Temporals,Santa Mònica,5,,,01,Ciutat Vella,01,el Raval,Altres administracions públiques,Centres d'exposicions,Centres d'exposicions,Arts visuals,41.377227254,2.175597264
2024,Visitants,Santa Mònica,44114,,,01,Ciutat Vella,01,el Raval,Altres administracions públiques,Centres d'exposicions,Centres d'exposicions,Arts visuals,41.377227254,2.175597264
2024,Visites_Exposicions_Temporals,Santa Mònica,23783,,,01,Ciutat Vella,01,el Raval,Altres administracions públiques,Centres d'exposicions,Centres d'exposicions,Arts visuals,41.377227254,2.175597264
2024,Visitants,Zoo de Barcelona,841142,,,01,Ciutat Vella,04,"Sant Pere, Santa Caterina i la Ribera",Ajuntament de Barcelona,Centres patrimonials,Museus i col·leccions,Ciència,41.386823,2.190346
